algorithm,quantum,context_switch_time,num_patrons,seed,cpu_util,mean_turnaround,median_turnaround,SD_turnaround,mean_response,median_response,SD_response,mean_wait,median_wait,SD_wait,mean_throughput,median_throughput,SD_throughput
SJF,0,3,75,36,94.75,11819.21,12197.00,6639.03,3593.57,111.00,5455.20,11017.37,11659.00,4227.64,3.00,3.00,1.32
RR,80,3,75,47,92.28,18681.76,18576.00,3389.20,2459.77,2085.00,1967.32,17912.99,17878.00,3356.86,3.00,1.00,4.42
FCFS,0,3,75,47,94.66,18526.76,19911.00,2924.37,2416.75,2353.00,1490.29,17759.37,19069.00,2927.92,3.00,1.00,4.85
SJF,0,3,75,47,94.28,11344.01,10524.00,6273.79,3593.61,128.00,5874.17,10577.27,10808.00,4196.35,3.00,3.00,1.71
RR,80,3,75,58,92.38,18741.09,18484.00,3165.49,2829.43,2488.00,2294.22,17981.28,17823.00,3126.97,2.88,1.00,3.96
FCFS,0,3,75,58,94.74,18581.71,19926.00,2868.29,2568.09,2723.00,1447.31,17823.37,19154.00,2864.69,3.00,1.00,4.86
SJF,0,3,75,58,94.54,11737.12,11610.00,6324.10,2843.08,98.00,5296.47,10978.65,11010.00,4086.09,3.00,3.00,1.47
RR,80,3,75,69,92.27,17609.49,17960.00,3930.66,2445.48,1958.00,2219.28,16865.49,17265.00,3897.35,3.00,2.00,3.79
FCFS,0,3,75,69,94.59,17661.79,19411.00,3789.91,2167.83,1918.00,1341.49,16918.55,18819.00,3801.00,3.13,1.00,4.68
SJF,0,3,75,69,94.16,10910.11,11152.00,6069.78,3234.48,246.00,4662.37,10167.13,10598.00,4365.39,3.13,3.00,1.54
RR,80,3,75,70,92.44,19011.09,19716.00,3791.94,2478.93,2294.00,1943.83,18244.68,18998.00,3787.12,2.88,1.00,4.38
FCFS,0,3,75,70,94.77,18768.09,20451.00,3396.84,2291.12,2488.00,1348.73,18001.79,19647.00,3386.56,3.00,1.00,4.85
SJF,0,3,75,70,94.67,11542.25,11697.00,6749.60,4149.17,171.00,6041.78,10776.60,10888.00,4243.52,3.00,3.00,1.41
